"Drug1","Drug2","n.syn","Drug1.target","Drug2.target","syn.mean1","syn.sd1","syn.mean2","syn.sd2","n.syn.score"
"bivanib/BI2536","Wnti",2,"Plk1","bCatenin",3.48598130841122,3.5855172148186,6.04672897196262,5.71060446453605,-0.708634085427134
"cediranib/AZD2171","AS252424",2,"VEGFR (pan)","PI3K (gamma)",1.06542056074766,2.06621990116024,1.20560747663551,2.44462567168484,0.324954667933676
"cediranib/AZD2171","KU55933",2,"VEGFR (pan)","ATM",1.06542056074766,2.06621990116024,1.4392523364486,3.2684240334052,0.171565151222801
"cediranib/AZD2171","NVP-TAE684",2,"VEGFR (pan)","ALK",1.06542056074766,2.06621990116024,1.49532710280374,2.0893884262549,0.241540965219596
"cisplatin","GW441756",2,"alkylating agent (platinum)","TrkA",2,4.85254261303502,1.00934579439252,2.34518908238299,0
"cisplatin","L779450",2,"alkylating agent (platinum)","Raf",2,4.85254261303502,1.36448598130841,2.03920315256797,0
"cisplatin","SrcI1",2,"alkylating agent (platinum)","Src",2,4.85254261303502,2.08411214953271,3.01293280090604,-0.0279170346937099
"cisplatin","TCS401",2,"alkylating agent (platinum)","PTP-1B",2,4.85254261303502,0.766355140186916,1.60529453743881,0
"cisplatin","YM155",2,"alkylating agent (platinum)","survivin/BIRC5",2,4.85254261303502,3.57009345794393,3.67580603285636,-0.427142630462427
"cisplatin","sorafenib",2,"alkylating agent (platinum)","Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)",2,4.85254261303502,1.82242990654206,2.94865842251728,0
"cisplatin","temozolomide",2,"alkylating agent (platinum)","alkylating agent (tetrazine)",2,4.85254261303502,1.05607476635514,2.33848756033231,0
"cisplatin","vatalanib/PTK787",2,"alkylating agent (platinum)","VEFGR (1-4), c-kit, PDGFb",2,4.85254261303502,1.93457943925234,3.94841986077111,0
"dasatanib","AZD7762",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","Chk1/2",1.64485981308411,1.99173924398032,1.81308411214953,3.44808079273612,0.0542086740671021
"dasatanib","BID1870",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.64485981308411,1.99173924398032,1.4392523364486,3.22191074824985,0.174041960614831
"dasatanib","GW0742",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","PPARd, agonist",1.64485981308411,1.99173924398032,1.19626168224299,2.34093696906613,0.178306566981213
"dasatanib","IPA3",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","PAK",1.64485981308411,1.99173924398032,0.981308411214953,1.79612427823164,0.178306566981213
"dasatanib","Midostaurin/PKC412",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","Multi (FLT3, KIT, etc., broad spectrum)",1.64485981308411,1.99173924398032,2.19626168224299,2.77264008896789,-0.070785127512186
"dasatanib","OSU03012",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","PDK1",1.64485981308411,1.99173924398032,3.27102803738318,3.92276878886643,-0.324012988221635
"dasatanib","PD173074",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","FGFR1/3",1.64485981308411,1.99173924398032,0.925233644859813,2.1835618062872,0.178306566981213
"dasatanib","QS11",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","ARFGAP",1.64485981308411,1.99173924398032,1.81308411214953,2.30721117745791,0.0810137752784345
"dasatanib","SrcI1",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","Src",1.64485981308411,1.99173924398032,2.08411214953271,3.01293280090604,-0.0279170346937099
"dasatanib","T0901317",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","LXR",1.64485981308411,1.99173924398032,1.29906542056075,2.50363868509238,0.178306566981213
"dasatanib","Tie2i",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","TIE_2",1.64485981308411,1.99173924398032,1.42990654205607,2.50701713134226,0.178306566981213
"dasatanib","nilutamide",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","androgen receptor",1.64485981308411,1.99173924398032,1.03738317757009,2.10983873856113,0.178306566981213
"dasatanib","tipifarnib",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","FTI",1.64485981308411,1.99173924398032,1.07476635514019,1.99386291697487,0.178306566981213
"dasatanib","vasastrol",2,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","KSP (Eg5, kinesin-5)",1.64485981308411,1.99173924398032,1.13084112149533,1.9526668370222,0.178306566981213
"decitabine","EX527",2,"methyl transferase inhibitor","SIRT1",1.10280373831776,1.86797529093215,0.869158878504673,1.74336538647121,0.480304137874611
"decitabine","Embelin",2,"methyl transferase inhibitor","XIAP",1.10280373831776,1.86797529093215,1.8785046728972,2.83412586894367,0.0428687125134944
"decitabine","MK1775",2,"methyl transferase inhibitor","Wee-1",1.10280373831776,1.86797529093215,1.5607476635514,2.81564889164268,0.156003945574455
"decitabine","PD173074",2,"methyl transferase inhibitor","FGFR1/3",1.10280373831776,1.86797529093215,0.925233644859813,2.1835618062872,0.480304137874611
"decitabine","lenalidomide",2,"methyl transferase inhibitor","TNFa",1.10280373831776,1.86797529093215,0.878504672897196,1.66376635908395,0.480304137874611
"decitabine","pioglitazone",2,"methyl transferase inhibitor","PPARg, agonist",1.10280373831776,1.86797529093215,1.35514018691589,2.93081332149375,0.220027597238928
"erlotinib","CHIR265",2,"EGFR","Raf, VEGFR",1.1588785046729,2.73740523299491,2.45794392523365,2.95334915043466,-0.15505918938377
"erlotinib","GSK650394",2,"EGFR","SGK",1.1588785046729,2.73740523299491,0.897196261682243,1.59559877823906,0.307269630812701
"erlotinib","L779450",2,"EGFR","Raf",1.1588785046729,2.73740523299491,1.36448598130841,2.03920315256797,0.307269630812701
"erlotinib","QS11",2,"EGFR","ARFGAP",1.1588785046729,2.73740523299491,1.81308411214953,2.30721117745791,0.0810137752784345
"erlotinib","STA4783",2,"EGFR","HSP70 inducer",1.1588785046729,2.73740523299491,4.5981308411215,3.52045187141445,-0.738010612279047
"erlotinib","SU6656",2,"EGFR","Lyn/Src/Fyn/Yes",1.1588785046729,2.73740523299491,1.36448598130841,2.24193533041099,0.283466703999481
"erlotinib","Veliparib/ABT888",2,"EGFR","PARP",1.1588785046729,2.73740523299491,1.02803738317757,2.10326764607887,0.307269630812701
"erlotinib","Wnti",2,"EGFR","bCatenin",1.1588785046729,2.73740523299491,6.04672897196262,5.71060446453605,-0.708634085427134
"etoposide","C75",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","Fatty Acid Synthase",0.794392523364486,1.41246684888137,1.42990654205607,3.07488962689692,0.185402901280474
"etoposide","Dovitinib/CHIR-258",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","Multi (c-Kit, FGFR, FLT3, FMS, PDGFR, VEGFR)",0.794392523364486,1.41246684888137,1.58878504672897,2.54748588985682,0.161419914005546
"etoposide","Enzastaurin",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","PKCbeta",0.794392523364486,1.41246684888137,1.74766355140187,2.56277215009091,0.0984623032481366
"etoposide","OSU03012",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","PDK1",0.794392523364486,1.41246684888137,3.27102803738318,3.92276878886643,-0.324012988221635
"etoposide","SrcI1",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","Src",0.794392523364486,1.41246684888137,2.08411214953271,3.01293280090604,-0.0279170346937099
"etoposide","T0901317",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","LXR",0.794392523364486,1.41246684888137,1.29906542056075,2.50363868509238,0.27996634802493
"etoposide","Tideglusib/TZDZ-8",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","GSK3",0.794392523364486,1.41246684888137,1.02803738317757,2.56779012222511,0.378521051393475
"etoposide","Wnti",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","bCatenin",0.794392523364486,1.41246684888137,6.04672897196262,5.71060446453605,-0.708634085427134
"etoposide","erlotinib",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","EGFR",0.794392523364486,1.41246684888137,1.1588785046729,2.73740523299491,0.307269630812701
"etoposide","palbociclib/PD332991",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","CDK4/6",0.794392523364486,1.41246684888137,1,1.51096620343558,0.661828171752774
"etoposide","pioglitazone",2,"topoisomerase inhibitors (Type II, podophyllotoxin)","PPARg, agonist",0.794392523364486,1.41246684888137,1.35514018691589,2.93081332149375,0.220027597238928
"everolimus","Bexarotene",2,"mTor","RXR",1.49532710280374,2.4238353817931,1.80373831775701,2.65443470987508,0.0739372799462176
"everolimus","CP690550",2,"mTor","JAK3",1.49532710280374,2.4238353817931,1.09345794392523,2.08105883010228,0.208212530020465
"everolimus","CX4945",2,"mTor","CK2a",1.49532710280374,2.4238353817931,1.41121495327103,1.75882288588852,0.208212530020465
"everolimus","GW0742",2,"mTor","PPARd, agonist",1.49532710280374,2.4238353817931,1.19626168224299,2.34093696906613,0.208212530020465
"everolimus","LFM-A13",2,"mTor","BTK, Plk",1.49532710280374,2.4238353817931,0.925233644859813,1.66371336529951,0.208212530020465
"everolimus","SNS314",2,"mTor","Aurora (pan)",1.49532710280374,2.4238353817931,1.29906542056075,1.80259222814335,0.208212530020465
"everolimus","Tanespimycin/17-AAG",2,"mTor","HSP90",1.49532710280374,2.4238353817931,2.03738317757009,1.7746922860824,-0.0210645968674469
"everolimus","U73122",2,"mTor","PLC",1.49532710280374,2.4238353817931,2,2.26956898908723,0
"everolimus","XAV939",2,"mTor","tankyrase 1/2",1.49532710280374,2.4238353817931,0.878504672897196,1.38530209479589,0.208212530020465
"everolimus","dasatanib",2,"mTor","Multi (BCR-Abl, EAR, PDGFR, c-kit)",1.49532710280374,2.4238353817931,1.64485981308411,1.99173924398032,0.178306566981213
"everolimus","erlotinib",2,"mTor","EGFR",1.49532710280374,2.4238353817931,1.1588785046729,2.73740523299491,0.208212530020465
"everolimus","fludarabine",2,"mTor","Antimetabolite (purine)",1.49532710280374,2.4238353817931,2.93457943925234,2.54866234999661,-0.366694097102968
"fingolimod","FH535",2,"Sphingosine-1-phosphate receptor agonist","bCatenin",10.3457943925234,6.46485827558226,1.92523364485981,2.47897169254557,-1.29094777282982
"fingolimod","PF04217903",2,"Sphingosine-1-phosphate receptor agonist","MET",10.3457943925234,6.46485827558226,0.990654205607477,2.40084626236763,-1.29094777282982
"fingolimod","Wnti",2,"Sphingosine-1-phosphate receptor agonist","bCatenin",10.3457943925234,6.46485827558226,6.04672897196262,5.71060446453605,-1.29094777282982
"fingolimod","dasatanib",2,"Sphingosine-1-phosphate receptor agonist","Multi (BCR-Abl, EAR, PDGFR, c-kit)",10.3457943925234,6.46485827558226,1.64485981308411,1.99173924398032,-1.29094777282982
"fludarabine","BID1870",2,"Antimetabolite (purine)","RSK (RSK1/2/3/5/, PLK1, ARKB)",2.93457943925234,2.54866234999661,1.4392523364486,3.22191074824985,-0.366694097102968
"fludarabine","GSK650394",2,"Antimetabolite (purine)","SGK",2.93457943925234,2.54866234999661,0.897196261682243,1.59559877823906,-0.366694097102968
"fludarabine","HIF-1i",2,"Antimetabolite (purine)","HIFa",2.93457943925234,2.54866234999661,1.75700934579439,3.0463127154462,-0.366694097102968
"fludarabine","IPA3",2,"Antimetabolite (purine)","PAK",2.93457943925234,2.54866234999661,0.981308411214953,1.79612427823164,-0.366694097102968
"fludarabine","Indole-3-carbinol",2,"Antimetabolite (purine)","Aryl Hydrocarbon Receptor (AhR) Agonists/Indoleamine 2,3-dioxygenase Inhibitors",2.93457943925234,2.54866234999661,0.97196261682243,2.62950581455489,-0.366694097102968
"fludarabine","JZL184",2,"Antimetabolite (purine)","MAGL",2.93457943925234,2.54866234999661,1.64485981308411,3.72460542787686,-0.366694097102968
"fludarabine","KU55933",2,"Antimetabolite (purine)","ATM",2.93457943925234,2.54866234999661,1.4392523364486,3.2684240334052,-0.366694097102968
"fludarabine","SNS314",2,"Antimetabolite (purine)","Aurora (pan)",2.93457943925234,2.54866234999661,1.29906542056075,1.80259222814335,-0.366694097102968
"fludarabine","TCS401",2,"Antimetabolite (purine)","PTP-1B",2.93457943925234,2.54866234999661,0.766355140186916,1.60529453743881,-0.366694097102968
"fludarabine","Tamatinib/R406",2,"Antimetabolite (purine)","Syk",2.93457943925234,2.54866234999661,2.18691588785047,3.02234084313859,-0.366694097102968
"fludarabine","Veliparib/ABT888",2,"Antimetabolite (purine)","PARP",2.93457943925234,2.54866234999661,1.02803738317757,2.10326764607887,-0.366694097102968
"fludarabine","erlotinib",2,"Antimetabolite (purine)","EGFR",2.93457943925234,2.54866234999661,1.1588785046729,2.73740523299491,-0.366694097102968
"fludarabine","vasastrol",2,"Antimetabolite (purine)","KSP (Eg5, kinesin-5)",2.93457943925234,2.54866234999661,1.13084112149533,1.9526668370222,-0.366694097102968
"fludarabine","vorinostat/SAHA",2,"Antimetabolite (purine)","HDAC",2.93457943925234,2.54866234999661,0.88785046728972,1.72838185204706,-0.366694097102968
"gemcitabine","AS252424",2,"Antimetabolite (pyrimidine)","PI3K (gamma)",1.39252336448598,2.55784774409974,1.20560747663551,2.44462567168484,0.23749522891474
"gemcitabine","CHIR265",2,"Antimetabolite (pyrimidine)","Raf, VEGFR",1.39252336448598,2.55784774409974,2.45794392523365,2.95334915043466,-0.15505918938377
"gemcitabine","Indole-3-carbinol",2,"Antimetabolite (pyrimidine)","Aryl Hydrocarbon Receptor (AhR) Agonists/Indoleamine 2,3-dioxygenase Inhibitors",1.39252336448598,2.55784774409974,0.97196261682243,2.62950581455489,0.23749522891474
"gemcitabine","KU0063794",2,"Antimetabolite (pyrimidine)","mTOR kinase",1.39252336448598,2.55784774409974,1.00934579439252,2.60078118562954,0.23749522891474
"gemcitabine","KU55933",2,"Antimetabolite (pyrimidine)","ATM",1.39252336448598,2.55784774409974,1.4392523364486,3.2684240334052,0.171565151222801
"gemcitabine","PIM-1 4a",2,"Antimetabolite (pyrimidine)","PIM",1.39252336448598,2.55784774409974,1.58878504672897,4.36528602669615,0.0942011475894639
"gemcitabine","decitabine",2,"Antimetabolite (pyrimidine)","methyl transferase inhibitor",1.39252336448598,2.55784774409974,1.10280373831776,1.86797529093215,0.23749522891474
"gemcitabine","lenalidomide",2,"Antimetabolite (pyrimidine)","TNFa",1.39252336448598,2.55784774409974,0.878504672897196,1.66376635908395,0.23749522891474
"gemcitabine","nilutamide",2,"Antimetabolite (pyrimidine)","androgen receptor",1.39252336448598,2.55784774409974,1.03738317757009,2.10983873856113,0.23749522891474
"lapatinib","AS252424",2,"EGFR, HER2, ErbB4","PI3K (gamma)",2.58878504672897,4.11154213144438,1.20560747663551,2.44462567168484,-0.143202970541404
"lapatinib","NVP-TAE684",2,"EGFR, HER2, ErbB4","ALK",2.58878504672897,4.11154213144438,1.49532710280374,2.0893884262549,-0.143202970541404
"lapatinib","PF04217903",2,"EGFR, HER2, ErbB4","MET",2.58878504672897,4.11154213144438,0.990654205607477,2.40084626236763,-0.143202970541404
"lapatinib","QS11",2,"EGFR, HER2, ErbB4","ARFGAP",2.58878504672897,4.11154213144438,1.81308411214953,2.30721117745791,-0.143202970541404
"lapatinib","SNS314",2,"EGFR, HER2, ErbB4","Aurora (pan)",2.58878504672897,4.11154213144438,1.29906542056075,1.80259222814335,-0.143202970541404
"lapatinib","SU6656",2,"EGFR, HER2, ErbB4","Lyn/Src/Fyn/Yes",2.58878504672897,4.11154213144438,1.36448598130841,2.24193533041099,-0.143202970541404
"lapatinib","Tie2i",2,"EGFR, HER2, ErbB4","TIE_2",2.58878504672897,4.11154213144438,1.42990654205607,2.50701713134226,-0.143202970541404
"lapatinib","XAV939",2,"EGFR, HER2, ErbB4","tankyrase 1/2",2.58878504672897,4.11154213144438,0.878504672897196,1.38530209479589,-0.143202970541404
"lapatinib","vatalanib/PTK787",2,"EGFR, HER2, ErbB4","VEFGR (1-4), c-kit, PDGFb",2.58878504672897,4.11154213144438,1.93457943925234,3.94841986077111,-0.143202970541404
"lenalidomide","MK1775",2,"TNFa","Wee-1",0.878504672897196,1.66376635908395,1.5607476635514,2.81564889164268,0.156003945574455
"lenalidomide","T0901317",2,"TNFa","LXR",0.878504672897196,1.66376635908395,1.29906542056075,2.50363868509238,0.27996634802493
"nilotinib","BID1870",2,"Multi (BCR-Abl, PDGFR, c-kit)","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.13084112149533,1.99094228259704,1.4392523364486,3.22191074824985,0.174041960614831
"nilotinib","FH535",2,"Multi (BCR-Abl, PDGFR, c-kit)","bCatenin",1.13084112149533,1.99094228259704,1.92523364485981,2.47897169254557,0.0301602294874985
"nilotinib","HIF-1i",2,"Multi (BCR-Abl, PDGFR, c-kit)","HIFa",1.13084112149533,1.99094228259704,1.75700934579439,3.0463127154462,0.0797654991142353
"nilotinib","Midostaurin/PKC412",2,"Multi (BCR-Abl, PDGFR, c-kit)","Multi (FLT3, KIT, etc., broad spectrum)",1.13084112149533,1.99094228259704,2.19626168224299,2.77264008896789,-0.070785127512186
"nilotinib","NVP-TAE684",2,"Multi (BCR-Abl, PDGFR, c-kit)","ALK",1.13084112149533,1.99094228259704,1.49532710280374,2.0893884262549,0.241540965219596
"nilotinib","cisplatin",2,"Multi (BCR-Abl, PDGFR, c-kit)","alkylating agent (platinum)",1.13084112149533,1.99094228259704,2,4.85254261303502,0
"nilotinib","selumetinib/AZD6244",2,"Multi (BCR-Abl, PDGFR, c-kit)","MEK",1.13084112149533,1.99094228259704,1.72897196261682,2.09478279802575,0.129382405487867
"nilutamide","AZD7762",2,"androgen receptor","Chk1/2",1.03738317757009,2.10983873856113,1.81308411214953,3.44808079273612,0.0542086740671021
"nilutamide","CP690550",2,"androgen receptor","JAK3",1.03738317757009,2.10983873856113,1.09345794392523,2.08105883010228,0.435615775470514
"nilutamide","JZL184",2,"androgen receptor","MAGL",1.03738317757009,2.10983873856113,1.64485981308411,3.72460542787686,0.0953497474545455
"nilutamide","MK1775",2,"androgen receptor","Wee-1",1.03738317757009,2.10983873856113,1.5607476635514,2.81564889164268,0.156003945574455
"nilutamide","SNS314",2,"androgen receptor","Aurora (pan)",1.03738317757009,2.10983873856113,1.29906542056075,1.80259222814335,0.388848109126271
"nilutamide","ZM336372",2,"androgen receptor","Raf (c-Raf)",1.03738317757009,2.10983873856113,1.46728971962617,2.85603550599377,0.186520888572943
"nilutamide","tipifarnib",2,"androgen receptor","FTI",1.03738317757009,2.10983873856113,1.07476635514019,1.99386291697487,0.456251373546395
"palbociclib/PD332991","BMS536924",2,"CDK4/6","Multi (IGFR1R, InR, FAK)",1,1.51096620343558,1.44859813084112,2.6960265831363,0.204523899210752
"palbociclib/PD332991","L779450",2,"CDK4/6","Raf",1,1.51096620343558,1.36448598130841,2.03920315256797,0.311648213122507
"palbociclib/PD332991","MK1775",2,"CDK4/6","Wee-1",1,1.51096620343558,1.5607476635514,2.81564889164268,0.156003945574455
"palbociclib/PD332991","QS11",2,"CDK4/6","ARFGAP",1,1.51096620343558,1.81308411214953,2.30721117745791,0.0810137752784345
"palbociclib/PD332991","Wnti",2,"CDK4/6","bCatenin",1,1.51096620343558,6.04672897196262,5.71060446453605,-0.708634085427134
"palbociclib/PD332991","XAV939",2,"CDK4/6","tankyrase 1/2",1,1.51096620343558,0.878504672897196,1.38530209479589,0.661828171752774
"palbociclib/PD332991","nilutamide",2,"CDK4/6","androgen receptor",1,1.51096620343558,1.03738317757009,2.10983873856113,0.456251373546395
"pioglitazone","PIM-1 4a",2,"PPARg, agonist","PIM",1.35514018691589,2.93081332149375,1.58878504672897,4.36528602669615,0.0942011475894639
"pioglitazone","T0901317",2,"PPARg, agonist","LXR",1.35514018691589,2.93081332149375,1.29906542056075,2.50363868509238,0.220027597238928
"ruxolitinib","Dorsomorphin",2,"JAK1/2, Tyk2","AMPK/BMP antagonist",0.906542056074766,2.01191127697574,1.49532710280374,3.37128224801305,0.149697610603118
"ruxolitinib","SNS314",2,"JAK1/2, Tyk2","Aurora (pan)",0.906542056074766,2.01191127697574,1.29906542056075,1.80259222814335,0.388848109126271
"ruxolitinib","Tie2i",2,"JAK1/2, Tyk2","TIE_2",0.906542056074766,2.01191127697574,1.42990654205607,2.50701713134226,0.227399107416029
"ruxolitinib","Wnti",2,"JAK1/2, Tyk2","bCatenin",0.906542056074766,2.01191127697574,6.04672897196262,5.71060446453605,-0.708634085427134
"selumetinib/AZD6244","Docetaxel",2,"MEK","microtubule agent (taxane)",1.72897196261682,2.09478279802575,3.19626168224299,2.89253839144284,-0.413568126107491
"selumetinib/AZD6244","FH535",2,"MEK","bCatenin",1.72897196261682,2.09478279802575,1.92523364485981,2.47897169254557,0.0301602294874985
"selumetinib/AZD6244","GW441756",2,"MEK","TrkA",1.72897196261682,2.09478279802575,1.00934579439252,2.34518908238299,0.129382405487867
"selumetinib/AZD6244","KU55933",2,"MEK","ATM",1.72897196261682,2.09478279802575,1.4392523364486,3.2684240334052,0.129382405487867
"selumetinib/AZD6244","MK1775",2,"MEK","Wee-1",1.72897196261682,2.09478279802575,1.5607476635514,2.81564889164268,0.129382405487867
"selumetinib/AZD6244","Nutlin-3",2,"MEK","MDM2/p53",1.72897196261682,2.09478279802575,0.88785046728972,1.83430158835772,0.129382405487867
"selumetinib/AZD6244","PF562271",2,"MEK","FAK1/2",1.72897196261682,2.09478279802575,1.18691588785047,1.63182292510436,0.129382405487867
"selumetinib/AZD6244","SrcI1",2,"MEK","Src",1.72897196261682,2.09478279802575,2.08411214953271,3.01293280090604,-0.0279170346937099
"selumetinib/AZD6244","Veliparib/ABT888",2,"MEK","PARP",1.72897196261682,2.09478279802575,1.02803738317757,2.10326764607887,0.129382405487867
"selumetinib/AZD6244","Wnti",2,"MEK","bCatenin",1.72897196261682,2.09478279802575,6.04672897196262,5.71060446453605,-0.708634085427134
"selumetinib/AZD6244","YM155",2,"MEK","survivin/BIRC5",1.72897196261682,2.09478279802575,3.57009345794393,3.67580603285636,-0.427142630462427
"selumetinib/AZD6244","decitabine",2,"MEK","methyl transferase inhibitor",1.72897196261682,2.09478279802575,1.10280373831776,1.86797529093215,0.129382405487867
"selumetinib/AZD6244","everolimus",2,"MEK","mTor",1.72897196261682,2.09478279802575,1.49532710280374,2.4238353817931,0.129382405487867
"selumetinib/AZD6244","gemcitabine",2,"MEK","Antimetabolite (pyrimidine)",1.72897196261682,2.09478279802575,1.39252336448598,2.55784774409974,0.129382405487867
"selumetinib/AZD6244","lapatinib",2,"MEK","EGFR, HER2, ErbB4",1.72897196261682,2.09478279802575,2.58878504672897,4.11154213144438,-0.143202970541404
"selumetinib/AZD6244","lenalidomide",2,"MEK","TNFa",1.72897196261682,2.09478279802575,0.878504672897196,1.66376635908395,0.129382405487867
"selumetinib/AZD6244","palbociclib/PD332991",2,"MEK","CDK4/6",1.72897196261682,2.09478279802575,1,1.51096620343558,0.129382405487867
"selumetinib/AZD6244","sunitinib",2,"MEK","Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)",1.72897196261682,2.09478279802575,1.49532710280374,2.57848072781095,0.129382405487867
"sorafenib","CHIR265",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Raf, VEGFR",1.82242990654206,2.94865842251728,2.45794392523365,2.95334915043466,-0.15505918938377
"sorafenib","GSK0660",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","PPARd, ant",1.82242990654206,2.94865842251728,1.11214953271028,2.43142594548393,0.0602206386816252
"sorafenib","Indole-3-carbinol",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Aryl Hydrocarbon Receptor (AhR) Agonists/Indoleamine 2,3-dioxygenase Inhibitors",1.82242990654206,2.94865842251728,0.97196261682243,2.62950581455489,0.0602206386816252
"sorafenib","KU55933",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","ATM",1.82242990654206,2.94865842251728,1.4392523364486,3.2684240334052,0.0602206386816252
"sorafenib","TCS401",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","PTP-1B",1.82242990654206,2.94865842251728,0.766355140186916,1.60529453743881,0.0602206386816252
"sorafenib","Tamatinib/R406",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","Syk",1.82242990654206,2.94865842251728,2.18691588785047,3.02234084313859,-0.0618447413946741
"sorafenib","nilutamide",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","androgen receptor",1.82242990654206,2.94865842251728,1.03738317757009,2.10983873856113,0.0602206386816252
"sorafenib","pioglitazone",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","PPARg, agonist",1.82242990654206,2.94865842251728,1.35514018691589,2.93081332149375,0.0602206386816252
"sorafenib","vatalanib/PTK787",2,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","VEFGR (1-4), c-kit, PDGFb",1.82242990654206,2.94865842251728,1.93457943925234,3.94841986077111,0.0165687953800554
"stibogluconate","AZD7762",2,"SHP1/2/PTP1B","Chk1/2",1.32710280373832,1.80552454581989,1.81308411214953,3.44808079273612,0.0542086740671021
"stibogluconate","Bexarotene",2,"SHP1/2/PTP1B","RXR",1.32710280373832,1.80552454581989,1.80373831775701,2.65443470987508,0.0739372799462176
"stibogluconate","CX4945",2,"SHP1/2/PTP1B","CK2a",1.32710280373832,1.80552454581989,1.41121495327103,1.75882288588852,0.33476085139268
"stibogluconate","FH535",2,"SHP1/2/PTP1B","bCatenin",1.32710280373832,1.80552454581989,1.92523364485981,2.47897169254557,0.0301602294874985
"stibogluconate","KU0063794",2,"SHP1/2/PTP1B","mTOR kinase",1.32710280373832,1.80552454581989,1.00934579439252,2.60078118562954,0.372687924857937
"stibogluconate","L779450",2,"SHP1/2/PTP1B","Raf",1.32710280373832,1.80552454581989,1.36448598130841,2.03920315256797,0.311648213122507
"stibogluconate","MK1775",2,"SHP1/2/PTP1B","Wee-1",1.32710280373832,1.80552454581989,1.5607476635514,2.81564889164268,0.156003945574455
"stibogluconate","Midostaurin/PKC412",2,"SHP1/2/PTP1B","Multi (FLT3, KIT, etc., broad spectrum)",1.32710280373832,1.80552454581989,2.19626168224299,2.77264008896789,-0.070785127512186
"stibogluconate","QS11",2,"SHP1/2/PTP1B","ARFGAP",1.32710280373832,1.80552454581989,1.81308411214953,2.30721117745791,0.0810137752784345
"stibogluconate","SNS314",2,"SHP1/2/PTP1B","Aurora (pan)",1.32710280373832,1.80552454581989,1.29906542056075,1.80259222814335,0.372687924857937
"stibogluconate","STA4783",2,"SHP1/2/PTP1B","HSP70 inducer",1.32710280373832,1.80552454581989,4.5981308411215,3.52045187141445,-0.738010612279047
"stibogluconate","SrcI1",2,"SHP1/2/PTP1B","Src",1.32710280373832,1.80552454581989,2.08411214953271,3.01293280090604,-0.0279170346937099
"stibogluconate","U73122",2,"SHP1/2/PTP1B","PLC",1.32710280373832,1.80552454581989,2,2.26956898908723,0
"stibogluconate","YM155",2,"SHP1/2/PTP1B","survivin/BIRC5",1.32710280373832,1.80552454581989,3.57009345794393,3.67580603285636,-0.427142630462427
"stibogluconate","palbociclib/PD332991",2,"SHP1/2/PTP1B","CDK4/6",1.32710280373832,1.80552454581989,1,1.51096620343558,0.372687924857937
"sunitinib","CHIR265",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","Raf, VEGFR",1.49532710280374,2.57848072781095,2.45794392523365,2.95334915043466,-0.15505918938377
"sunitinib","FH535",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","bCatenin",1.49532710280374,2.57848072781095,1.92523364485981,2.47897169254557,0.0301602294874985
"sunitinib","OSU03012",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","PDK1",1.49532710280374,2.57848072781095,3.27102803738318,3.92276878886643,-0.324012988221635
